COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,LOCALITY,SITE,LOCALITY ID,LATITUDE,LONGITUDE,TIMELINE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,TRIP COMMENTS,SPECIES COMMENTS
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Carib Grackle,Quiscalus lugubris,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Caribbean Martin,Progne dominicensis,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Brown Booby,Sula leucogaster,,,5,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Roseate Tern,Sterna dougallii,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Bananaquit,Coereba flaveola,Bananaquit (Grenada),Coereba flaveola aterrima,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Eared Dove,Zenaida auriculata,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Roseate Tern,Sterna dougallii,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Bananaquit,Coereba flaveola,Bananaquit (Grenada),Coereba flaveola aterrima,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Gray Kingbird,Tyrannus dominicensis,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Bananaquit,Coereba flaveola,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Gray Kingbird,Tyrannus dominicensis,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Bananaquit,Coereba flaveola,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Scaly-naped Pigeon,Patagioenas squamosa,,,187,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Caribbean Martin,Progne dominicensis,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Magnificent Frigatebird,Fregata magnificens,,,22,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Carib Grackle,Quiscalus lugubris,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Magnificent Frigatebird,Fregata magnificens,,,22,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1533665,Stationary,26,,3,1,,
Zenaida Dove,Zenaida aurita,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera Beach,LEV,L2320502,12.2250529,-61.6080236,pre,29/05/2020,9:23:00,obsr1419361,Stationary,26,,3,1,,
Bananaquit,Coereba flaveola,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Spectacled Thrush,Turdus nudigenis,,,6,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
House Wren,Troglodytes aedon,House Wren (Grenada),Troglodytes aedon grenadensis,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Carib Grackle,Quiscalus lugubris,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Grenada Flycatcher,Myiarchus nugator,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Lesser Antillean Tanager,Stilpnia cucullata,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Hook-billed Kite,Chondrohierax uncinatus,Hook-billed Kite (Grenada),Chondrohierax uncinatus mirus,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Tropical Mockingbird,Mimus gilvus,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Bananaquit,Coereba flaveola,Bananaquit (Grenada),Coereba flaveola aterrima,3,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Caribbean Elaenia,Elaenia martinica,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Yellow-bellied Seedeater,Sporophila nigricollis,,,200,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,"(M) Black hood, pale blue gray bill, yellowish underparts. (F) Brown above, yellowish underparts, dark bill. Both males and females in an extremely large group. Counted in groups of 20s through the field. Much greater numbers to the 84 counted recently at the same location. Video taken."
Yellow-bellied Seedeater,Sporophila nigricollis,,,200,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,"(M) Black hood, pale blue gray bill, yellowish underparts. (F) Brown above, yellowish underparts, dark bill. Both males and females in an extremely large group. Counted in groups of 20s through the field. Much greater numbers to the 84 counted recently at the same location. Video taken."
Tropical Mockingbird,Mimus gilvus,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Scaly-naped Pigeon,Patagioenas squamosa,,,228,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Common Gallinule,Gallinula galeata,,,7,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Carib Grackle,Quiscalus lugubris,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Magnificent Frigatebird,Fregata magnificens,,,6,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Laughing Gull,Leucophaeus atricilla,,,10,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Gray Kingbird,Tyrannus dominicensis,,,6,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Eared Dove,Zenaida auriculata,,,14,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Smooth-billed Ani,Crotophaga ani,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Green-throated Carib,Eulampis holosericeus,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Hook-billed Kite,Chondrohierax uncinatus,Hook-billed Kite (Grenada),Chondrohierax uncinatus mirus,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Eared Dove,Zenaida auriculata,,,14,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Magnificent Frigatebird,Fregata magnificens,,,6,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Common Gallinule,Gallinula galeata,,,7,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Caribbean Elaenia,Elaenia martinica,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Shiny Cowbird,Molothrus bonariensis,,,5,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Green Heron,Butorides virescens,Green Heron (virescens/bahamensis),Butorides virescens virescens/bahamensis,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Lesser Antillean Tanager,Stilpnia cucullata,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Laughing Gull,Leucophaeus atricilla,,,10,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Shiny Cowbird,Molothrus bonariensis,,,5,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Bananaquit,Coereba flaveola,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Cattle Egret,Bubulcus ibis,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Green-throated Carib,Eulampis holosericeus,,,2,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Mangrove Cuckoo,Coccyzus minor,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Grassland Yellow-Finch,Sicalis luteola,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1419361,Traveling,30,0.298,3,1,,
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
Grassland Yellow-Finch,Sicalis luteola,,,3,,Grenada,GD,Saint Patrick,GD-06,Levera small pond,LEV,L10986476,12.216233,-61.613053,pre,29/05/2020,10:43:00,obsr1533665,Traveling,30,0.298,3,1,,
