COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,LOCALITY,SITE,LOCALITY ID,LATITUDE,LONGITUDE,TIMELINE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,TRIP COMMENTS,SPECIES COMMENTS
Spectacled Thrush,Turdus nudigenis,,,7,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,20/01/2018,14:30:00,obsr275486,Traveling,114,3.701,1,1,,
Bananaquit,Coereba flaveola,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,20/01/2018,14:30:00,obsr275486,Traveling,114,3.701,1,1,,
Lesser Antillean Bullfinch,Loxigilla noctis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,20/01/2018,14:30:00,obsr275486,Traveling,114,3.701,1,1,,
Rock Pigeon,Columba livia,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,20/01/2018,14:30:00,obsr275486,Traveling,114,3.701,1,1,,
Common Ground Dove,Columbina passerina,,,8,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,20/01/2018,14:30:00,obsr275486,Traveling,114,3.701,1,1,,
House Wren,Troglodytes aedon,House Wren (Grenada),Troglodytes aedon grenadensis,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,20/01/2018,14:30:00,obsr275486,Traveling,114,3.701,1,1,,
Mangrove Cuckoo,Coccyzus minor,,,5,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,
Broad-winged Hawk,Buteo platypterus,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,
Rufous-breasted Hermit,Glaucis hirsutus,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,
Grenada Flycatcher,Myiarchus nugator,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,
Grenada Dove,Leptotila wellsi,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,and 2-3 others heard
Yellow-bellied Elaenia,Elaenia flavogaster,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,
House Wren,Troglodytes aedon,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,odd ones heard elsewhere
Shiny Cowbird,Molothrus bonariensis,,,8,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,03/02/2018,,obsr485951,Incidental,,,,0,,and a few other elsewhere on the island
Lesser Antillean Bullfinch,Loxigilla noctis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Mangrove Cuckoo,Coccyzus minor,,,4,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Broad-winged Hawk,Buteo platypterus,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Bananaquit,Coereba flaveola,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Spectacled Thrush,Turdus nudigenis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Black-faced Grassquit,Melanospiza bicolor,,,5,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Tropical Mockingbird,Mimus gilvus,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Carib Grackle,Quiscalus lugubris,,,5,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Zenaida Dove,Zenaida aurita,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Common Ground Dove,Columbina passerina,,,6,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Grenada Dove,Leptotila wellsi,,,6,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,"6 heard, one seen flying very close overhead"
Eared Dove,Zenaida auriculata,,,12,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Gray Kingbird,Tyrannus dominicensis,,,8,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
House Wren,Troglodytes aedon,House Wren (Grenada),Troglodytes aedon grenadensis,6,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,nearby in scrub habitat
Grenada Flycatcher,Myiarchus nugator,,,4,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Scaly-naped Pigeon,Patagioenas squamosa,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Cattle Egret,Bubulcus ibis,,,5,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Hook-billed Kite,Chondrohierax uncinatus,Hook-billed Kite (Grenada),Chondrohierax uncinatus mirus,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Green Heron,Butorides virescens,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/02/2018,8:10:00,obsr157292,Traveling,360,6.437,2,1,,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Mangrove Cuckoo,Coccyzus minor,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Bananaquit,Coereba flaveola,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Zenaida Dove,Zenaida aurita,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Mangrove Cuckoo,Coccyzus minor,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Mangrove Cuckoo,Coccyzus minor,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Carib Grackle,Quiscalus lugubris,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Mangrove Cuckoo,Coccyzus minor,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Bananaquit,Coereba flaveola,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Zenaida Dove,Zenaida aurita,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Bananaquit,Coereba flaveola,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Mangrove Cuckoo,Coccyzus minor,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Carib Grackle,Quiscalus lugubris,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Carib Grackle,Quiscalus lugubris,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Mangrove Cuckoo,Coccyzus minor,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Zenaida Dove,Zenaida aurita,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Carib Grackle,Quiscalus lugubris,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Bananaquit,Coereba flaveola,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Zenaida Dove,Zenaida aurita,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Bananaquit,Coereba flaveola,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Bananaquit,Coereba flaveola,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005328,Traveling,105,0.483,6,1,,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Carib Grackle,Quiscalus lugubris,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005477,Traveling,105,0.483,6,1,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Zenaida Dove,Zenaida aurita,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Carib Grackle,Quiscalus lugubris,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005481,Traveling,105,0.483,6,1,,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Yellow-bellied Elaenia,Elaenia flavogaster,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1013075,Traveling,105,0.483,6,1,,
Zenaida Dove,Zenaida aurita,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1005474,Traveling,105,0.483,6,1,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,16/03/2018,9:03:00,obsr1007418,Traveling,105,0.483,6,1,,
Hook-billed Kite,Chondrohierax uncinatus,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/04/2018,9:00:00,obsr420583,Traveling,60,1.609,5,0,"There was a report from Forestry that a Grenada Dove was nesting close to the interpretation centre at Mt Hartman.  So we went there to see, the bird - the nest was within 100 yards of the building, along the trail, before the hill.  We were very fortunate to see another dove which was very bold, it turned out that the birds were swapping nesting duties!  What a thrilling experience.  We saw a male and a female tending the single egg in the nest in April!",
Mangrove Cuckoo,Coccyzus minor,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/04/2018,9:00:00,obsr420583,Traveling,60,1.609,5,0,"There was a report from Forestry that a Grenada Dove was nesting close to the interpretation centre at Mt Hartman.  So we went there to see, the bird - the nest was within 100 yards of the building, along the trail, before the hill.  We were very fortunate to see another dove which was very bold, it turned out that the birds were swapping nesting duties!  What a thrilling experience.  We saw a male and a female tending the single egg in the nest in April!",
Shiny Cowbird,Molothrus bonariensis,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/04/2018,9:00:00,obsr420583,Traveling,60,1.609,5,0,"There was a report from Forestry that a Grenada Dove was nesting close to the interpretation centre at Mt Hartman.  So we went there to see, the bird - the nest was within 100 yards of the building, along the trail, before the hill.  We were very fortunate to see another dove which was very bold, it turned out that the birds were swapping nesting duties!  What a thrilling experience.  We saw a male and a female tending the single egg in the nest in April!",
Scaly-naped Pigeon,Patagioenas squamosa,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/04/2018,9:00:00,obsr420583,Traveling,60,1.609,5,0,"There was a report from Forestry that a Grenada Dove was nesting close to the interpretation centre at Mt Hartman.  So we went there to see, the bird - the nest was within 100 yards of the building, along the trail, before the hill.  We were very fortunate to see another dove which was very bold, it turned out that the birds were swapping nesting duties!  What a thrilling experience.  We saw a male and a female tending the single egg in the nest in April!",
Grenada Dove,Leptotila wellsi,,,2,"Male, Adult (1); Female, Adult (1)",Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/04/2018,9:00:00,obsr420583,Traveling,60,1.609,5,0,"There was a report from Forestry that a Grenada Dove was nesting close to the interpretation centre at Mt Hartman.  So we went there to see, the bird - the nest was within 100 yards of the building, along the trail, before the hill.  We were very fortunate to see another dove which was very bold, it turned out that the birds were swapping nesting duties!  What a thrilling experience.  We saw a male and a female tending the single egg in the nest in April!","We saw two grenada doves as they were exchanging nesting duties.  The second dove was very bold and visible while it was more difficult to see the one in the nest.  Using my phone I took a couple of short videos, but they will not load also a photo which will also not load onto ebird!!!  Shame we did not have our telescope !!  The forestry guide reported that the nest had only one egg.  Lots of traps for mongoose have been set to help the birds and their offspring survive and  prevent the hatchling when it develops and is on the ground. Anthony Jeremiah was with us."
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/04/2018,9:00:00,obsr420583,Traveling,60,1.609,5,0,"There was a report from Forestry that a Grenada Dove was nesting close to the interpretation centre at Mt Hartman.  So we went there to see, the bird - the nest was within 100 yards of the building, along the trail, before the hill.  We were very fortunate to see another dove which was very bold, it turned out that the birds were swapping nesting duties!  What a thrilling experience.  We saw a male and a female tending the single egg in the nest in April!",
Cattle Egret,Bubulcus ibis,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,21/04/2018,9:00:00,obsr420583,Traveling,60,1.609,5,0,"There was a report from Forestry that a Grenada Dove was nesting close to the interpretation centre at Mt Hartman.  So we went there to see, the bird - the nest was within 100 yards of the building, along the trail, before the hill.  We were very fortunate to see another dove which was very bold, it turned out that the birds were swapping nesting duties!  What a thrilling experience.  We saw a male and a female tending the single egg in the nest in April!",
Grenada Flycatcher,Myiarchus nugator,,,2,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,12/05/2018,15:00:00,obsr607666,Traveling,180,8.047,1,1,,
Magnificent Frigatebird,Fregata magnificens,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,12/05/2018,15:00:00,obsr607666,Traveling,180,8.047,1,1,,
Purple-throated Carib,Eulampis jugularis,,,1,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,12/05/2018,15:00:00,obsr607666,Traveling,180,8.047,1,1,,
Bananaquit,Coereba flaveola,,,3,,Grenada,GD,Saint George,GD-03,Mt. Hartman N.P.,MTH,L884044,12.0076303,-61.7458999,pre,12/05/2018,15:00:00,obsr607666,Traveling,180,8.047,1,1,,
